time throughput_mbps
0 0.0
1 0.00048
2 0.0
3 0.00288
4 0.00048
5 0.0
6 0.00144
7 0.0
8 12.567496
9 13.364256
10 13.78504
11 29.849704
12 37.601264
13 39.178672
14 42.640992
15 42.830704
16 38.16272
17 36.19176
18 41.277392
19 54.466696
20 90.814016
21 30.626496
22 0.0
23 0.00048
24 0.0
25 0.0
26 0.0
27 0.00048
28 0.0
29 0.0
30 0.00048
31 0.0
32 49.72384
33 55.465856
34 56.526272
35 60.239488
36 60.910368
37 73.596336
38 78.976288
39 85.191936
40 2.687024
41 0.00048
42 0.0
43 0.00048
44 0.0
45 0.0
46 0.0
47 0.00048
48 0.0
49 0.0
50 0.00048
51 0.0
52 0.0
53 0.0
54 0.00048
55 0.0
56 0.00048
57 0.0
58 41.655088
59 59.899184
60 62.858256
61 61.67032
62 56.69816
63 47.279408
64 50.12048
65 55.769344
66 48.163664
67 39.237992
68 0.00048
69 0.0
70 0.0
71 0.0
72 0.00048
73 0.0
74 0.00048
75 0.0
76 0.0
77 0.00048
78 0.0
79 0.0
80 0.00048
81 0.0
82 0.00048
83 49.176608
84 61.468368
85 63.654512
86 62.379936
87 62.42344
88 66.891744
89 62.528896
90 69.548864
91 25.360352
92 0.0
93 0.00048
94 0.0
95 0.0
96 0.00048
97 0.0
98 0.00048
99 0.0
100 0.0
101 0.00048
102 0.0
103 0.0
104 0.00048
105 0.0
106 0.00048
