time throughput_mbps
0 0.0
1 0.00048
2 0.00048
3 0.0
4 0.00288
5 0.0
6 0.0024
7 0.0
8 16.56048
9 40.010048
10 38.589168
11 43.08984
12 39.58272
13 39.137312
14 50.07616
15 49.805648
16 50.679504
17 49.316416
18 51.412168
19 40.39296
20 14.81956
21 0.0
22 0.00048
23 19.04472
24 66.373
25 57.976768
26 56.130904
27 63.84512
28 62.30848
29 80.438752
30 80.148888
31 37.26664
32 0.0
33 0.00048
34 0.0
35 0.0
36 0.0
37 0.00048
38 0.0
39 0.0
40 0.00048
41 0.00048
42 17.76508
43 62.702408
44 60.432888
45 62.71
46 62.30224
47 61.063872
48 68.77224
49 77.96368
50 49.783696
51 0.0
52 0.00048
53 0.0
54 0.0
55 0.00048
56 0.0
57 0.0
58 0.0
59 0.00048
60 0.0
61 0.0
62 0.0
63 1.360704
64 40.604488
65 45.173056
66 58.396064
67 64.537712
68 65.547872
69 70.93024
70 75.380832
71 87.383112
72 14.377152
73 0.00048
74 0.0
75 0.00048
76 0.0
77 0.0
78 0.00048
79 0.0
80 0.00048
81 0.0
82 0.0
83 0.0
84 0.0
85 0.00048
86 0.0
87 0.0
88 0.00048
89 0.0
90 0.0
91 0.0
92 0.00048
93 0.0
94 0.00048
95 0.0
96 0.0
97 0.00048
98 0.0
99 0.0
100 0.00048
101 0.0
102 0.00048
103 0.0
104 0.0
