time throughput_mbps
0 0.000592
1 0.002368
2 0.000928
3 0.000592
4 0.0
5 0.0
6 0.35916
7 7.620032
8 5.774704
9 5.228688
10 4.323984
11 3.817152
12 3.500368
13 3.635184
14 3.491472
15 4.205504
16 4.053824
17 3.924816
18 2.430824
19 0.0
20 0.000592
21 5.41168
22 9.999608
23 8.1884
24 8.016928
25 6.911808
26 7.43864
27 6.423904
28 0.0
29 0.0
30 0.0
31 0.0
32 0.0
33 0.0
34 0.0
35 0.0
36 0.0
37 0.0
38 0.0
39 0.0
40 0.0
41 0.000592
42 7.11412
43 6.162448
44 5.54352
45 6.431472
46 5.853392
47 6.500976
48 6.604576
49 8.077816
50 0.0
51 0.0
52 0.0
53 0.0
54 0.0
55 0.0
56 0.0
57 0.0
58 0.0
59 0.0
60 0.000592
61 1.957944
62 5.635168
63 5.596512
64 4.03512
65 4.673808
66 5.967488
67 6.335264
68 6.641536
69 6.983952
70 4.528272
71 0.0
72 0.0
73 0.0
74 0.0
75 0.0
76 0.0
77 0.0
78 0.0
79 0.0
80 0.0
81 0.0
82 0.0
83 0.0
84 0.0
85 0.0
86 0.0
87 0.0
88 0.0
89 0.0
90 0.0
91 0.0
92 0.0
93 0.0
94 0.0
95 0.0
96 0.0
97 0.0
98 0.0
99 0.0
100 0.0
101 0.0
102 0.0
