time throughput_mbps
1 0.0
2 20.600859839897264
3 87.3441135628421
4 94.79439433812497
5 95.07659919653136
6 94.43443436536097
7 84.33560632359568
8 18.538222623407044
9 0.0
10 0.0
11 0.0002862165100906834
12 0.0
13 0.0
14 0.0
15 0.00030083559649117053
16 0.0
17 0.0
18 0.0
19 0.00027098242643539374
20 0.0
21 0.0
22 0.003779809282964549
23 33.36146431026171
24 54.75800355338531
25 71.57185648105859
26 90.42157007665733
27 52.164266245181516
28 37.55951164575849
29 0.0
30 0.0002620372477828202
31 36.295428308630704
32 72.62033403086969
33 92.85549410917477
34 66.76518080506527
35 46.04154132031864
36 19.540613577587212
37 0.00027178426236089084
38 0.0
39 0.0
40 0.0
41 0.0002776406101131344
42 0.0
43 0.0
44 21.589732122637145
45 46.99203922704107
46 74.36599864961282
47 74.16065037518746
48 45.689389380560925
49 44.32768993030186
50 4.681956520719685
51 0.0
52 0.0002663136249274802
53 0.0
54 0.0
55 0.0
56 0.00024106817391694423
57 0.0
58 0.0
59 36.73666238756337
60 45.10655758510209
61 85.59117530467228
62 85.19151523551623
63 43.21170460028004
64 32.30026370004842
65 41.77723707396604
66 47.19364931899671
67 98.66304447747954
68 62.29025157309983
69 47.50750249350054
70 10.89404126656034
71 0.0
72 0.0
73 0.0002552812253958605
74 0.0
75 0.0
76 0.0
77 0.00028847595065176613
78 0.0
79 0.0
80 0.0
81 0.0
82 0.0003032987775733835
83 0.0
84 0.0008625347607741553
85 0.0
86 0.0002826885288884496
87 0.0
88 0.0
89 38.179815213833095
90 75.20651916587738
91 90.26978046915222
92 50.49515702030747
93 50.947163889565196
94 1.0337710776120288
95 0.0
96 0.0
97 0.00306363880070028
98 0.0
99 0.0
100 0.0
101 0.0002798172193151399
102 0.0
103 0.0
104 0.0
105 0.00026640438893873114
106 0.0
107 0.0
108 0.0
109 0.0
110 0.0002879587803739589
111 0.0
112 0.0
113 0.0
114 0.00030344889991556475
115 0.0
116 0.0
117 0.0
118 0.0
119 0.00025558247514133624
120 0.0
121 0.0
122 0.0
