time throughput_mbps
1 0.0003865115521435396
2 20.729710098266672
3 90.15782333683558
4 96.44685786281718
5 59.00011965857139
6 14.27981257493485
7 0.00018434998220180876
8 0.0
9 0.0
10 0.0
11 0.0002984368240993162
12 0.0
13 0.0
14 0.0
15 0.000311955412473109
16 0.0
17 0.00042307443073069
18 0.0
19 0.00028296545576886756
20 0.0
21 0.0
22 0.0
23 0.0002450596804089059
24 57.71865788890686
25 93.25140827698178
26 89.46925036843085
27 32.905394724837926
28 0.0
29 0.0
30 0.0002572552619684609
31 0.0
32 0.0
33 0.0001985262818399517
34 0.0
35 0.0
36 0.0
37 0.0002655688930167358
38 0.0
39 0.0
40 0.0
41 0.0002745249558009746
42 0.0
43 0.0
44 0.6149977787043078
45 87.19070201428389
46 92.45328123899677
47 70.00270084662199
48 0.0
49 0.0
50 0.0
51 0.0003027385816336765
52 0.0
53 0.0
54 0.0
55 0.000174920849692806
56 0.0
57 0.0
58 0.0
59 0.00025077623664768807
60 0.0
61 0.0
62 0.00021786818862070876
63 0.0
64 19.217318372561646
65 87.60947696490358
66 97.57028676961535
67 78.52093317786483
68 0.00024358354462840627
69 0.0
70 0.0
71 0.0
72 0.0002858789094743566
73 0.00047094449543914863
74 0.0
75 0.0
76 0.0003156917160604847
77 0.0
78 0.0
79 0.0
80 0.00029209469124528075
81 0.0
82 0.0
83 0.0
84 0.0
85 0.0002906481093296064
86 0.0
87 0.0
88 0.0
89 0.00017633214233861566
90 0.0
91 0.0
92 0.0028782361358962332
93 0.0
94 0.0
95 0.0
96 0.0002808176054530178
97 0.0
98 0.0
99 0.0
100 0.0002841211084349971
101 0.0
102 0.0
103 0.0
104 0.0003156460654406812
105 0.0
106 0.0
107 0.0
108 0.0
109 0.0002780693295919272
110 0.0
111 0.0
112 0.0
113 0.0002833226234842872
114 0.0
115 0.0
116 0.0
117 0.0003054263032644641
118 0.0
119 0.0
120 0.0
121 0.000315522577992766
