time throughput_mbps
1 0.00025670898936577157
2 0.0002719065896273166
3 0.0019928494619550507
4 0.4842025780743059
5 31.994730187368404
6 64.83614091615318
7 101.82595197275771
8 94.9752278604576
9 1.3138144860103238
10 0.0002966340091976983
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0002497039004839911
16 0.0
17 0.0
18 0.0
19 0.0002973359579273621
20 0.0
21 0.0
22 0.0
23 0.0002910850108548576
24 0.0
25 0.0
26 0.00018242530274503925
27 0.0
28 0.0
29 0.0
30 0.00020969203634482237
31 0.0
32 2.875450576448096
33 90.04211119346864
34 98.52876004504041
35 85.78101078837224
36 42.867239593280225
37 0.0
38 0.0
39 0.0
40 0.00028704870897366063
41 0.0
42 0.0
43 0.0
44 0.00023409751052054403
45 0.0
46 0.0
47 0.00019230520595590913
48 0.0
49 0.0
50 0.00025342149371153686
51 0.0
52 0.0
53 0.0
54 0.0
55 0.00019143448648094983
56 0.0
57 0.0
58 0.00022137754949861575
59 0.0
60 18.703084149821315
61 92.45030968225163
62 96.6533263410964
63 92.99616048519583
64 13.158126908649827
65 0.00016555535455192708
66 0.0
67 0.0
68 0.00023908137800987087
69 0.0
70 0.0
71 0.0
72 0.00029222004757859925
73 0.0
74 0.0
75 0.0
76 0.0002961798180520094
77 0.0
78 0.0
79 0.0
80 0.0002759247994112954
81 0.0
82 0.0
83 0.0
84 0.0
85 0.00026321724152147984
86 0.0
87 0.0
88 0.0002093747529997372
89 0.0
90 80.48527145356667
91 105.74569147386963
92 89.30160360085378
93 47.855781785757976
94 0.0
95 0.0002825501916873283
96 0.0
97 0.0
98 0.0
99 0.00029874529180887795
100 0.0
101 0.0
102 0.0
103 0.0
104 0.0002890748634356026
105 0.0
106 0.0
107 0.0
108 0.0002988170004446507
109 0.00047204741837130284
110 0.0
111 0.0
112 0.0
113 0.0003026766613445909
114 0.0
115 0.0
116 0.0
117 0.0003009020919489891
118 0.0
119 0.0
120 0.0
121 0.0002660116077209781
