time throughput_mbps
1 0.00038126972953108983
2 0.00022644758746509576
3 0.0015631253236237372
4 23.12365682939546
5 65.52634158494341
6 98.071612067644
7 85.53134722886676
8 0.0
9 0.0002649625000826378
10 0.0
11 0.0
12 0.0
13 0.0
14 0.00024788046958524484
15 0.0005057470642660725
16 0.0
17 0.0
18 0.00026639637143930126
19 0.0
20 0.0
21 0.0
22 0.00025146018586407555
23 0.0
24 8.731373453832427
25 84.99942225447276
26 98.76922845406688
27 97.96180320663876
28 42.97258488383307
29 0.0
30 0.0
31 0.0
32 0.00017693439925912336
33 0.0
34 0.0
35 0.00027307612435856454
36 0.0
37 0.0
38 0.0
39 0.0002987307562905508
40 0.0
41 0.0
42 0.0
43 0.0002454493420278159
44 0.0
45 31.044460446354876
46 87.49998890476743
47 101.56250477713992
48 76.34587274517789
49 0.00027275415651050854
50 0.0
51 0.0
52 0.0
53 0.00030150144164121836
54 0.0
55 0.0
56 0.0
57 0.0002427049394482672
58 0.0
59 0.0
60 0.0001351603171925215
61 0.0
62 0.0
63 0.00017384098936693682
64 26.759276552108254
65 102.98476711853651
66 101.26901144820651
67 63.767306376676935
68 0.0
69 0.0002678093053877567
70 0.0
71 0.0
72 0.0
73 0.0
74 0.0007495749775472526
75 0.0
76 0.0
77 0.0
78 0.0002687794937520026
79 0.0
80 0.0
81 0.0
82 0.00029939247032927265
83 0.0
84 0.0
85 0.0
86 0.0002504613695727157
87 0.0
88 0.0
89 0.00026654972209629144
90 0.0
91 0.002708237209870054
92 0.0
93 0.00028062082129266325
94 0.0
95 0.0
96 0.0
97 0.0002932357241629359
98 0.0
99 0.0
100 0.0
101 0.0002910545946016822
102 0.0
103 0.0
104 0.0
105 0.0
106 0.00031141508274563337
107 0.0
108 0.0
109 0.0
110 0.00030817935499883486
111 0.0
112 0.0
113 0.0
114 0.00028703614588219755
115 0.0
116 0.0
117 0.0
118 0.0
119 0.00027104693650244693
