time throughput_mbps
1 0.0
2 0.00027295431051341544
3 0.000627636039906384
4 0.0007064436632461104
5 0.0004620420267620875
6 0.00028275509084387153
7 0.0
8 0.00036388639896477463
9 0.0
10 0.0
11 0.0
12 0.0
13 0.41298224114573473
14 62.39420690595268
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0002729015413542842
20 44.24304399270532
21 0.0
22 0.0
23 0.0
24 0.0
25 0.0
26 0.0
27 0.0
28 0.0
29 0.0
30 0.0
31 0.0
32 0.0
33 0.0
34 0.0
35 0.0
36 0.00026293755954547363
37 41.08956417938496
38 0.0
39 0.0
40 0.0
41 0.0
42 0.0
43 0.0
44 0.0
45 0.0
46 0.0
47 0.0
48 0.0
49 0.0
50 0.0
51 0.0
52 0.0
53 0.0
54 0.00031070745752064997
55 43.05774927567394
56 0.0
57 0.0
58 0.0
59 0.0
60 0.0
61 0.0
62 0.0
63 0.0
64 0.0
65 0.0
66 0.0
67 0.0
68 0.0
69 0.0
70 0.0
71 0.0
72 0.0
73 0.0
74 0.0
75 0.0
76 0.0
77 0.0
78 0.0
79 0.0
80 0.0
81 0.0
82 0.0
83 0.0
84 0.0
85 0.0
86 0.0
87 0.0
88 0.0
89 0.0
90 0.0
91 -842.3748233289361
