time throughput_mbps
1 0.0
2 0.0
3 0.0
4 0.0007529427792675917
5 0.000643237332732329
6 0.0006590192232053285
7 10.45636045858976
8 21.29858743394993
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 5.777284794011875
20 20.125415646372403
21 0.0
22 0.0
23 0.0
24 0.0
25 0.0
26 0.0
27 0.0
28 0.0
29 0.0
30 0.0
31 0.0
32 0.0
33 0.0
34 0.0
35 0.0002360540242955131
36 21.642459485661696
37 0.0
38 0.0
39 0.0
40 0.0
41 0.0
42 0.0
43 0.0
44 0.0
45 0.0
46 0.0
47 0.0
48 -292.93312793074847
