time throughput_mbps
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.000295774483013945
9 0.0008167038454049332
10 0.0005709688639215783
11 0.0004458332912773433
12 29.122161376129824
13 14.334585669156551
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
24 0.0
25 0.0
26 0.0
27 28.49294769281119
28 1.2567450687079642
29 0.0
30 0.0
31 0.0
32 0.0
33 0.0
34 0.0
35 0.0
36 0.0
37 0.0
38 0.0
39 0.0
40 0.0
41 0.0
42 0.0
43 0.0
44 0.0
45 0.0
46 0.00034499868254504176
47 0.0005996092967613614
48 0.0008377861128815502
