time throughput_mbps
1 0.00017792538532044003
2 0.0
3 0.0
4 0.0001884539722365219
5 0.0
6 2.7930396835867355
7 106.09276733751454
8 0.0002581301340341032
9 35.45808921740897
10 83.36067724171897
11 0.0
12 58.56712072770138
13 44.4598079046092
14 0.0
15 42.6208698952162
16 30.31523794058985
17 37.019685962961645
18 94.55547714431871
19 31.6312210328912
20 185.9147374661975
21 0.0
22 0.0
23 0.00019417690368584632
24 0.0
25 0.0
26 0.00040380838155597125
27 0.0
28 145.8654128296646
29 0.0
30 0.0
31 0.0
32 0.00021343637866839683
33 0.0
34 0.0
35 10.68754560671085
36 214.00481145269242
37 0.00017544581773439974
38 0.0
39 0.0
40 0.0
41 0.0
42 0.0
43 0.0
44 0.0
45 0.0
46 0.0
47 0.0
48 0.0
