time throughput_mbps
1 0.0
2 0.0
3 0.0
4 0.0008270894450685389
5 0.00039365060739303344
6 0.0007989726312321093
7 0.0004274084766313618
8 24.641115610955826
9 1.219629759261353
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 13.95532874186226
21 7.986651177598752
22 0.0
23 0.0
24 0.0
25 0.0
26 0.0
27 0.0
28 0.0
29 0.0
30 0.0
31 0.0
32 0.0
33 0.0
34 0.0
35 0.0
36 5.319869876851491
37 23.316877958389156
38 0.0
39 0.0
40 0.0
41 0.0
42 0.0
43 0.0
44 0.0
45 0.0
46 0.0
47 0.0
48 0.0
49 0.0
50 -316.609012045288
