time throughput_mbps
1 0.0
2 0.00018533083423761138
3 0.0
4 0.0
5 0.00020102552121938305
6 0.0
7 0.0003305537842424004
8 0.00015204115153918368
9 0.0
10 0.00019520235859726671
11 0.0
12 0.000523074757160475
13 52.24681644387405
14 65.93644762262808
15 0.0006812846322589487
16 0.00014108766022259307
17 0.0
18 0.00016068673449591466
19 68.20352378845372
20 0.0001997547267010482
21 0.0
22 0.0
23 0.00022778378451767414
24 0.0
25 0.0
26 0.0
27 7.161463759419652
28 229.02724680643126
29 0.00021848174839841846
30 0.0
31 0.0
32 0.0002068744054750493
33 0.0
34 0.0
35 9.993640045691843e-05
36 0.0
37 0.00015016829720829915
38 0.0
39 0.0
40 0.0
41 0.0
42 0.0
43 0.0
44 0.0
45 0.0
46 0.0
47 -2554.0839677460053
