time throughput_mbps
1 0.0
2 0.0001604393761423039
3 0.0
4 0.00018903185849195435
5 0.0
6 0.0
7 0.00016299849078511638
8 100.82804619448872
9 0.0
10 45.36090548980333
11 96.0051459672268
12 0.00017922146074434401
13 16.367936554538613
14 26.69067626342601
15 0.00014446385131938755
16 0.0
17 0.0
18 38.596185284066266
19 31.537237837834564
20 83.55225870508751
21 0.0
22 0.0
23 0.0
24 0.00019099087396475531
25 0.0
26 0.00016011953951068354
27 0.0
28 130.99935122010865
29 80.30093970396928
30 0.0
31 0.0
32 0.0001892924231527215
33 0.0
34 0.0
35 0.00020702105450545952
36 80.46803438116459
37 114.82658681857929
38 0.0
39 0.0
40 0.0
41 0.0
42 0.0
43 0.0
44 0.0
45 0.0
46 0.0
47 0.0
48 0.0
49 -5297.259048520584
