time throughput_mbps
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.000496855710764799
10 0.0005532360531163014
11 0.000594449695051699
12 0.00046395276741226075
13 0.0
14 0.0003099987475342705
15 0.0
16 0.0
17 0.0
18 0.0
19 30.882186586524647
20 0.0
21 0.0
22 0.0
23 0.0
24 0.0
25 0.0
26 0.0
27 0.0002267175204559354
28 34.82792099361331
29 0.0
30 0.0
31 0.0
32 0.0
33 0.0
34 0.0
35 0.0
36 0.0
37 0.0
38 0.0
39 0.0
40 0.0
41 0.0
42 0.0
43 0.0
44 0.0
45 0.0
46 0.0003738789919564974
47 0.0006377418101954838
48 0.00041849543031059327
